Units,scenario,region,sector,input,year,value
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,1990,0.00112723
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2005,0.00426633
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2010,0.0065826
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2015,0.00812273
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2020,0.00889832
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2025,0.0100632
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2030,0.0112985
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2035,0.0124527
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2040,0.0134381
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2045,0.0140988
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2050,0.0144246
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2055,0.0145152
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2060,0.0143699
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2065,0.0140495
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2070,0.0136261
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2075,0.0131136
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2080,0.0125185
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2085,0.0119441
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2090,0.0113605
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2095,0.0107771
EJ,Ref_cities,KualaLumpur,comm cooling,elect_td_bld,2100,0.0103061
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,1990,0.00233326
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2005,0.00883099
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2010,0.0136256
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2015,0.0168135
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2020,0.0205821
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2025,0.0249665
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2030,0.0301576
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2035,0.035585
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2040,0.0407675
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2045,0.0452607
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2050,0.048803
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2055,0.0516836
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2060,0.0538789
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2065,0.0553372
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2070,0.0563459
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2075,0.0567748
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2080,0.0566674
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2085,0.0564735
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2090,0.0561031
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2095,0.0555833
EJ,Ref_cities,KualaLumpur,comm others,elect_td_bld,2100,0.0551938
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,1975,0.00132851
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,1990,0.0049056
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2005,0.0189849
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2010,0.0291044
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2015,0.0342795
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2020,0.0436606
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2025,0.0497415
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2030,0.0582318
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2035,0.0676897
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2040,0.0764887
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2045,0.0829905
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2050,0.0859734
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2055,0.0884974
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2060,0.0924282
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2065,0.0947719
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2070,0.0995619
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2075,0.101531
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2080,0.096448
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2085,0.0938492
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2090,0.0935932
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2095,0.0954491
EJ,Ref_cities,KualaLumpur,industrial energy use,elect_td_ind,2100,0.0991448
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,1990,0.00160744
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2005,0.00604697
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2010,0.00931733
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2015,0.0120923
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2020,0.0135678
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2025,0.0158243
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2030,0.0182154
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2035,0.0204438
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2040,0.022368
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2045,0.0236894
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2050,0.0244176
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2055,0.0246691
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2060,0.0244977
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2065,0.0239756
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2070,0.0232795
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2075,0.0224207
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2080,0.0214183
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2085,0.0204418
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2090,0.019441
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2095,0.0184076
EJ,Ref_cities,KualaLumpur,resid cooling,elect_td_bld,2100,0.0176151
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,1990,0.000628698
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2005,0.002365
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2010,0.00364401
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2015,0.00472933
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2020,0.00644152
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2025,0.00830001
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2030,0.0106592
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2035,0.0132164
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2040,0.0157073
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2045,0.0179196
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2050,0.0196604
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2055,0.0211203
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2060,0.0223167
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2065,0.0231581
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2070,0.0238281
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2075,0.024199
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2080,0.0242554
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2085,0.0242869
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2090,0.0242477
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2095,0.0241489
EJ,Ref_cities,KualaLumpur,resid others,elect_td_bld,2100,0.024101
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2005,5.59974e-06
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2010,2.23009e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2015,2.88985e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2020,3.36291e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2025,3.90504e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2030,4.63393e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2035,5.44983e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2040,6.29515e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2045,7.2294e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2050,8.05708e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2055,8.84729e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2060,9.67e-05
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2065,0.00010434
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2070,0.00011271
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2075,0.00012041
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2080,0.000125817
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2085,0.000132404
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2090,0.000140109
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2095,0.000149348
EJ,Ref_cities,KualaLumpur,trn_freight,elect_td_trn,2100,0.000160012
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2020,2.39821305e-07
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2025,1.351704979e-06
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2030,5.751587088e-06
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2035,1.3322590806e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2040,2.143108469e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2045,3.215845099e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2050,4.57452836e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2055,5.64646106e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2060,6.46248271e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2065,7.0462996e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2070,7.5271208e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2075,7.9877118e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2080,8.2989095e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2085,8.5647478e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2090,8.8437125e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2095,9.213795e-05
EJ,Ref_cities,KualaLumpur,trn_freight_road,elect_td_trn,2100,9.7264883e-05
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2005,4.99993e-06
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2010,2.01998e-05
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2015,2.61997e-05
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2020,5.3241e-05
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2025,9.03619e-05
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2030,0.0001423769
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2035,0.0002111474
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2040,0.0003083691
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2045,0.0004256606
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2050,0.0005590086
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2055,0.0006792259
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2060,0.0008035181
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2065,0.0009282485
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2070,0.0010565276
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2075,0.0011813579
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2080,0.001297595
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2085,0.001415188
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2090,0.0015333449
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2095,0.0016525428
EJ,Ref_cities,KualaLumpur,trn_pass,elect_td_trn,2100,0.0017720855
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2020,8.41641e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2025,0.0002121162
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2030,0.000394326
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2035,0.0004827314
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2040,0.000513125
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2045,0.000507751
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2050,0.000503905
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2055,0.000500623
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2060,0.000497062
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2065,0.000489436
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2070,0.000472947
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2075,0.000452615
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2080,0.000430441
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2085,0.000408952
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2090,0.0003880102
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2095,0.000368332
EJ,Ref_cities,KualaLumpur,trn_pass_road,elect_td_trn,2100,0.0003500301
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2020,9.17658e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2025,0.000146409
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2030,0.00023873
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2035,0.000303895
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2040,0.000366666
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2045,0.000422443
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2050,0.000465724
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2055,0.000473789
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2060,0.000485732
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2065,0.000493274
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2070,0.00050642
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2075,0.000525318
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2080,0.000529574
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2085,0.000534725
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2090,0.000544105
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2095,0.000551591
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV,elect_td_trn,2100,0.000538146
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2025,1.2131646e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2030,6.1145313e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2035,8.6746364e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2040,0.000101448707
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2045,0.000100628019
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2050,9.7644507e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2055,9.3626003e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2060,9.0243851e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2065,8.7176186e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2070,8.5712262e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2075,8.5159228e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2080,8.4090547e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2085,8.2206153e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2090,8.0215768e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2095,7.837976e-05
EJ,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,elect_td_trn,2100,7.6657248e-05
EJ,Ref_cities,Malaysia,cement,elect_td_ind,1975,0.000711328
EJ,Ref_cities,Malaysia,cement,elect_td_ind,1990,0.00288864
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2005,0.008399
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2010,0.00869982
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2015,0.00869982
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2020,0.0109471
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2025,0.011617
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2030,0.0122931
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2035,0.0129297
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2040,0.0134748
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2045,0.0139315
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2050,0.0142945
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2055,0.0145956
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2060,0.0148614
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2065,0.0150533
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2070,0.0152236
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2075,0.0153177
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2080,0.0152928
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2085,0.0152149
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2090,0.0150896
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2095,0.0149447
EJ,Ref_cities,Malaysia,cement,elect_td_ind,2100,0.0147856
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2020,2.75996e-06
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2025,6.71543e-06
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2030,1.23035e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2035,2.01197e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2040,3.03259e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2045,4.24336e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2050,5.61836e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2055,6.09783e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2060,6.59749e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2065,6.95784e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2070,7.52208e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2075,7.85805e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2080,7.67276e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2085,7.72953e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2090,8.05778e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2095,8.61433e-05
EJ,Ref_cities,Malaysia,H2 central production,elect_td_ind,2100,9.08201e-05
EJ,Ref_cities,Malaysia,H2 forecourt production,elect_td_trn,2020,5.48795e-05
EJ,Ref_cities,Malaysia,H2 forecourt production,elect_td_trn,2025,0.00012348
EJ,Ref_cities,Malaysia,H2 forecourt production,elect_td_trn,2030,0.000207237
EJ,Ref_cities,Malaysia,H2 forecourt production,elect_td_trn,2035,0.000307316
