Units,scenario,region,sector,year,value
MTC,Ref_cities,KualaLumpur,comm others,1990,0.031913313
MTC,Ref_cities,KualaLumpur,comm others,2005,0.10133378
MTC,Ref_cities,KualaLumpur,comm others,2010,0.16600968
MTC,Ref_cities,KualaLumpur,comm others,2015,0.10496036
MTC,Ref_cities,KualaLumpur,comm others,2020,0.08490111
MTC,Ref_cities,KualaLumpur,comm others,2025,0.08735614
MTC,Ref_cities,KualaLumpur,comm others,2030,0.08302338
MTC,Ref_cities,KualaLumpur,comm others,2035,0.07716154
MTC,Ref_cities,KualaLumpur,comm others,2040,0.07184059
MTC,Ref_cities,KualaLumpur,comm others,2045,0.06660379
MTC,Ref_cities,KualaLumpur,comm others,2050,0.06463178
MTC,Ref_cities,KualaLumpur,comm others,2055,0.0616344
MTC,Ref_cities,KualaLumpur,comm others,2060,0.05596649
MTC,Ref_cities,KualaLumpur,comm others,2065,0.05143055
MTC,Ref_cities,KualaLumpur,comm others,2070,0.04482883
MTC,Ref_cities,KualaLumpur,comm others,2075,0.04017159
MTC,Ref_cities,KualaLumpur,comm others,2080,0.03950021
MTC,Ref_cities,KualaLumpur,comm others,2085,0.03763406
MTC,Ref_cities,KualaLumpur,comm others,2090,0.03479186
MTC,Ref_cities,KualaLumpur,comm others,2095,0.03102644
MTC,Ref_cities,KualaLumpur,comm others,2100,0.02713476
MTC,Ref_cities,KualaLumpur,industrial energy use,1975,0.2786937
MTC,Ref_cities,KualaLumpur,industrial energy use,1990,0.67692403
MTC,Ref_cities,KualaLumpur,industrial energy use,2005,2.1966996
MTC,Ref_cities,KualaLumpur,industrial energy use,2010,1.584486
MTC,Ref_cities,KualaLumpur,industrial energy use,2015,1.8119157
MTC,Ref_cities,KualaLumpur,industrial energy use,2020,1.84860748
MTC,Ref_cities,KualaLumpur,industrial energy use,2025,1.99003397
MTC,Ref_cities,KualaLumpur,industrial energy use,2030,2.09390923
MTC,Ref_cities,KualaLumpur,industrial energy use,2035,2.16934079
MTC,Ref_cities,KualaLumpur,industrial energy use,2040,2.22900787
MTC,Ref_cities,KualaLumpur,industrial energy use,2045,2.2969597
MTC,Ref_cities,KualaLumpur,industrial energy use,2050,2.39587282
MTC,Ref_cities,KualaLumpur,industrial energy use,2055,2.48098978
MTC,Ref_cities,KualaLumpur,industrial energy use,2060,2.51346328
MTC,Ref_cities,KualaLumpur,industrial energy use,2065,2.54531049
MTC,Ref_cities,KualaLumpur,industrial energy use,2070,2.50762286
MTC,Ref_cities,KualaLumpur,industrial energy use,2075,2.49792453
MTC,Ref_cities,KualaLumpur,industrial energy use,2080,2.59021364
MTC,Ref_cities,KualaLumpur,industrial energy use,2085,2.63530333
MTC,Ref_cities,KualaLumpur,industrial energy use,2090,2.63608899
MTC,Ref_cities,KualaLumpur,industrial energy use,2095,2.60132089
MTC,Ref_cities,KualaLumpur,industrial energy use,2100,2.55314141
MTC,Ref_cities,KualaLumpur,industrial feedstocks,1990,0.0409966
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2005,0.124044
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2010,0.129927
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2015,0.402835
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2020,0.462077
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2025,0.519411
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2030,0.584212
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2035,0.646964
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2040,0.70398
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2045,0.759894
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2050,0.808072
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2055,0.85746
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2060,0.907804
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2065,0.95215
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2070,0.992885
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2075,1.03115
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2080,1.0634
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2085,1.09052
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2090,1.11086
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2095,1.13031
MTC,Ref_cities,KualaLumpur,industrial feedstocks,2100,1.14696
MTC,Ref_cities,KualaLumpur,resid others,1990,0.102041859
MTC,Ref_cities,KualaLumpur,resid others,2005,0.136229401
MTC,Ref_cities,KualaLumpur,resid others,2010,0.116089522
MTC,Ref_cities,KualaLumpur,resid others,2015,0.0887457415
MTC,Ref_cities,KualaLumpur,resid others,2020,0.079410625
MTC,Ref_cities,KualaLumpur,resid others,2025,0.086553802
MTC,Ref_cities,KualaLumpur,resid others,2030,0.087061857
MTC,Ref_cities,KualaLumpur,resid others,2035,0.084650135
MTC,Ref_cities,KualaLumpur,resid others,2040,0.081424609
MTC,Ref_cities,KualaLumpur,resid others,2045,0.077216443
MTC,Ref_cities,KualaLumpur,resid others,2050,0.075979464
MTC,Ref_cities,KualaLumpur,resid others,2055,0.0731807379
MTC,Ref_cities,KualaLumpur,resid others,2060,0.0669822852
MTC,Ref_cities,KualaLumpur,resid others,2065,0.061873985
MTC,Ref_cities,KualaLumpur,resid others,2070,0.0541840715
MTC,Ref_cities,KualaLumpur,resid others,2075,0.0486363605
MTC,Ref_cities,KualaLumpur,resid others,2080,0.047758719
MTC,Ref_cities,KualaLumpur,resid others,2085,0.0454881468
MTC,Ref_cities,KualaLumpur,resid others,2090,0.0420953711
MTC,Ref_cities,KualaLumpur,resid others,2095,0.0375835484
MTC,Ref_cities,KualaLumpur,resid others,2100,0.0329053929
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,1975,0.0108745
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,1990,0.0274386
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2005,0.0874091
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2010,0.103488
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2015,0.136311
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2020,0.146644
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2025,0.164804
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2030,0.18326
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2035,0.200312
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2040,0.216667
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2045,0.229717
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2050,0.239519
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2055,0.253157
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2060,0.264459
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2065,0.273713
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2070,0.28067
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2075,0.286063
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2080,0.290337
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2085,0.294025
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2090,0.297228
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2095,0.300098
MTC,Ref_cities,KualaLumpur,trn_aviation_intl,2100,0.302459
MTC,Ref_cities,KualaLumpur,trn_freight,1975,0.000411319
MTC,Ref_cities,KualaLumpur,trn_freight,1990,0.00301842
MTC,Ref_cities,KualaLumpur,trn_freight,2005,0.003324001
MTC,Ref_cities,KualaLumpur,trn_freight,2010,0.003931911
MTC,Ref_cities,KualaLumpur,trn_freight,2015,0.01276091
MTC,Ref_cities,KualaLumpur,trn_freight,2020,0.01351432
MTC,Ref_cities,KualaLumpur,trn_freight,2025,0.01578484
MTC,Ref_cities,KualaLumpur,trn_freight,2030,0.01869087
MTC,Ref_cities,KualaLumpur,trn_freight,2035,0.02202478
MTC,Ref_cities,KualaLumpur,trn_freight,2040,0.02556688
MTC,Ref_cities,KualaLumpur,trn_freight,2045,0.0294931
MTC,Ref_cities,KualaLumpur,trn_freight,2050,0.033246
MTC,Ref_cities,KualaLumpur,trn_freight,2055,0.036655
MTC,Ref_cities,KualaLumpur,trn_freight,2060,0.0398171
MTC,Ref_cities,KualaLumpur,trn_freight,2065,0.0428837
MTC,Ref_cities,KualaLumpur,trn_freight,2070,0.0457865
MTC,Ref_cities,KualaLumpur,trn_freight,2075,0.0487321
MTC,Ref_cities,KualaLumpur,trn_freight,2080,0.0517596
MTC,Ref_cities,KualaLumpur,trn_freight,2085,0.055114
MTC,Ref_cities,KualaLumpur,trn_freight,2090,0.0587116
MTC,Ref_cities,KualaLumpur,trn_freight,2095,0.0626107
MTC,Ref_cities,KualaLumpur,trn_freight,2100,0.0666912
MTC,Ref_cities,KualaLumpur,trn_freight_road,1975,0.03088124
MTC,Ref_cities,KualaLumpur,trn_freight_road,1990,0.08421548
MTC,Ref_cities,KualaLumpur,trn_freight_road,2005,0.2352761
MTC,Ref_cities,KualaLumpur,trn_freight_road,2010,0.253088
MTC,Ref_cities,KualaLumpur,trn_freight_road,2015,0.357218
MTC,Ref_cities,KualaLumpur,trn_freight_road,2020,0.390954236
MTC,Ref_cities,KualaLumpur,trn_freight_road,2025,0.434877642
MTC,Ref_cities,KualaLumpur,trn_freight_road,2030,0.4720940939
MTC,Ref_cities,KualaLumpur,trn_freight_road,2035,0.4987503274
MTC,Ref_cities,KualaLumpur,trn_freight_road,2040,0.53892014
MTC,Ref_cities,KualaLumpur,trn_freight_road,2045,0.578716395
MTC,Ref_cities,KualaLumpur,trn_freight_road,2050,0.620515591
MTC,Ref_cities,KualaLumpur,trn_freight_road,2055,0.66745609
MTC,Ref_cities,KualaLumpur,trn_freight_road,2060,0.717037167
MTC,Ref_cities,KualaLumpur,trn_freight_road,2065,0.765883411
MTC,Ref_cities,KualaLumpur,trn_freight_road,2070,0.812395697
MTC,Ref_cities,KualaLumpur,trn_freight_road,2075,0.857779404
MTC,Ref_cities,KualaLumpur,trn_freight_road,2080,0.904822354
MTC,Ref_cities,KualaLumpur,trn_freight_road,2085,0.955843518
MTC,Ref_cities,KualaLumpur,trn_freight_road,2090,1.01122937
MTC,Ref_cities,KualaLumpur,trn_freight_road,2095,1.07092731
MTC,Ref_cities,KualaLumpur,trn_freight_road,2100,1.1348694
MTC,Ref_cities,KualaLumpur,trn_pass,1975,0.001168331
MTC,Ref_cities,KualaLumpur,trn_pass,1990,0.00304575
MTC,Ref_cities,KualaLumpur,trn_pass,2005,0.00918248
MTC,Ref_cities,KualaLumpur,trn_pass,2010,0.01046826
MTC,Ref_cities,KualaLumpur,trn_pass,2015,0.01416674
MTC,Ref_cities,KualaLumpur,trn_pass,2020,0.01550565
MTC,Ref_cities,KualaLumpur,trn_pass,2025,0.01750751
MTC,Ref_cities,KualaLumpur,trn_pass,2030,0.01956029
MTC,Ref_cities,KualaLumpur,trn_pass,2035,0.02150336
MTC,Ref_cities,KualaLumpur,trn_pass,2040,0.02312541
MTC,Ref_cities,KualaLumpur,trn_pass,2045,0.02435238
MTC,Ref_cities,KualaLumpur,trn_pass,2050,0.02524413
MTC,Ref_cities,KualaLumpur,trn_pass,2055,0.02627264
MTC,Ref_cities,KualaLumpur,trn_pass,2060,0.02702055
MTC,Ref_cities,KualaLumpur,trn_pass,2065,0.0275735
MTC,Ref_cities,KualaLumpur,trn_pass,2070,0.02795776
MTC,Ref_cities,KualaLumpur,trn_pass,2075,0.02818274
MTC,Ref_cities,KualaLumpur,trn_pass,2080,0.02828631
MTC,Ref_cities,KualaLumpur,trn_pass,2085,0.02830103
MTC,Ref_cities,KualaLumpur,trn_pass,2090,0.02823764
MTC,Ref_cities,KualaLumpur,trn_pass,2095,0.02811829
MTC,Ref_cities,KualaLumpur,trn_pass,2100,0.02794003
MTC,Ref_cities,KualaLumpur,trn_pass_road,1975,0.00980639
MTC,Ref_cities,KualaLumpur,trn_pass_road,1990,0.0267188
MTC,Ref_cities,KualaLumpur,trn_pass_road,2005,0.07624231
MTC,Ref_cities,KualaLumpur,trn_pass_road,2010,0.08443203
MTC,Ref_cities,KualaLumpur,trn_pass_road,2015,0.11776381
MTC,Ref_cities,KualaLumpur,trn_pass_road,2020,0.15192816
MTC,Ref_cities,KualaLumpur,trn_pass_road,2025,0.16001625
MTC,Ref_cities,KualaLumpur,trn_pass_road,2030,0.12727909
MTC,Ref_cities,KualaLumpur,trn_pass_road,2035,0.11234467
MTC,Ref_cities,KualaLumpur,trn_pass_road,2040,0.10631989
MTC,Ref_cities,KualaLumpur,trn_pass_road,2045,0.1041654
MTC,Ref_cities,KualaLumpur,trn_pass_road,2050,0.10351737
MTC,Ref_cities,KualaLumpur,trn_pass_road,2055,0.10449621
MTC,Ref_cities,KualaLumpur,trn_pass_road,2060,0.10611864
MTC,Ref_cities,KualaLumpur,trn_pass_road,2065,0.10733557
MTC,Ref_cities,KualaLumpur,trn_pass_road,2070,0.10636606
MTC,Ref_cities,KualaLumpur,trn_pass_road,2075,0.10442196
MTC,Ref_cities,KualaLumpur,trn_pass_road,2080,0.10200885
MTC,Ref_cities,KualaLumpur,trn_pass_road,2085,0.09954947
MTC,Ref_cities,KualaLumpur,trn_pass_road,2090,0.09691652
MTC,Ref_cities,KualaLumpur,trn_pass_road,2095,0.09420733
MTC,Ref_cities,KualaLumpur,trn_pass_road,2100,0.09149885
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,1975,0.0194296
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,1990,0.0529429
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2005,0.148072344
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2010,0.159506397
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2015,0.225013375
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2020,0.16198738
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2025,0.12915897
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2030,0.13107742
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2035,0.11964015
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2040,0.10538625
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2045,0.09501293
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2050,0.0858552
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2055,0.0810137
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2060,0.0756506
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2065,0.070489
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2070,0.0663834
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2075,0.0629614
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2080,0.0603465
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2085,0.0571674
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2090,0.0537656
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2095,0.0506253
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV,2100,0.0489068
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,1975,0.01894316
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,1990,0.05161692
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2005,0.14564995
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2010,0.158852966
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2015,0.222951121
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2020,0.173956203
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2025,0.1484575108
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2030,0.1374216156
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2035,0.1239155915
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2040,0.1106349543
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2045,0.1100157495
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2050,0.1092646064
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2055,0.1089940019
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2060,0.1073617528
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2065,0.1049235704
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2070,0.103342045
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2075,0.1025073695
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2080,0.1015889681
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2085,0.1000049615
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2090,0.0983537186
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2095,0.0967464229
MTC,Ref_cities,KualaLumpur,trn_pass_road_LDV_4W,2100,0.0949380901
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,1975,0.0032349
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,1990,0.00424242
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2005,0.00540815
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2010,0.112771
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2015,0.0160345
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2020,0.016622
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2025,0.0180376
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2030,0.0196543
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2035,0.0214066
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2040,0.0231485
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2045,0.0247538
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2050,0.0262023
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2055,0.0274648
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2060,0.0285612
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2065,0.0295674
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2070,0.0304549
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2075,0.0313156
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2080,0.0322003
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2085,0.033139
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2090,0.0341107
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2095,0.0351188
MTC,Ref_cities,KualaLumpur,trn_shipping_intl,2100,0.0362647
MTC,Ref_cities,Malaysia,backup_electricity,2020,1.14334e-10
MTC,Ref_cities,Malaysia,backup_electricity,2025,6.21354e-10
MTC,Ref_cities,Malaysia,backup_electricity,2030,1.89173e-07
MTC,Ref_cities,Malaysia,backup_electricity,2035,0.000375851
MTC,Ref_cities,Malaysia,backup_electricity,2040,0.00624417
MTC,Ref_cities,Malaysia,backup_electricity,2045,0.0121689
MTC,Ref_cities,Malaysia,backup_electricity,2050,0.0234427
MTC,Ref_cities,Malaysia,backup_electricity,2055,0.0356255
MTC,Ref_cities,Malaysia,backup_electricity,2060,0.0375042
MTC,Ref_cities,Malaysia,backup_electricity,2065,0.0421114
MTC,Ref_cities,Malaysia,backup_electricity,2070,0.0332534
MTC,Ref_cities,Malaysia,backup_electricity,2075,0.0327051
MTC,Ref_cities,Malaysia,backup_electricity,2080,0.0565922
MTC,Ref_cities,Malaysia,backup_electricity,2085,0.0846991
MTC,Ref_cities,Malaysia,backup_electricity,2090,0.0944865
MTC,Ref_cities,Malaysia,backup_electricity,2095,0.0768431
MTC,Ref_cities,Malaysia,backup_electricity,2100,0.0619789
MTC,Ref_cities,Malaysia,biomass offset,1975,-0.620871
MTC,Ref_cities,Malaysia,biomass offset,1990,-0.988777
MTC,Ref_cities,Malaysia,biomass offset,2005,-1.00707
MTC,Ref_cities,Malaysia,biomass offset,2010,-0.759964
MTC,Ref_cities,Malaysia,biomass offset,2015,-0.274563
MTC,Ref_cities,Malaysia,biomass offset,2020,-0.382872
MTC,Ref_cities,Malaysia,biomass offset,2025,-0.588116
MTC,Ref_cities,Malaysia,biomass offset,2030,-0.904622
MTC,Ref_cities,Malaysia,biomass offset,2035,-1.33277
MTC,Ref_cities,Malaysia,biomass offset,2040,-2.01438
MTC,Ref_cities,Malaysia,biomass offset,2045,-2.86302
MTC,Ref_cities,Malaysia,biomass offset,2050,-3.67399
MTC,Ref_cities,Malaysia,biomass offset,2055,-4.23298
MTC,Ref_cities,Malaysia,biomass offset,2060,-4.53348
MTC,Ref_cities,Malaysia,biomass offset,2065,-4.86098
MTC,Ref_cities,Malaysia,biomass offset,2070,-4.95572
MTC,Ref_cities,Malaysia,biomass offset,2075,-5.09439
MTC,Ref_cities,Malaysia,biomass offset,2080,-5.49051
MTC,Ref_cities,Malaysia,biomass offset,2085,-5.88945
MTC,Ref_cities,Malaysia,biomass offset,2090,-6.30721
MTC,Ref_cities,Malaysia,biomass offset,2095,-6.64013
MTC,Ref_cities,Malaysia,biomass offset,2100,-6.96465
MTC,Ref_cities,Malaysia,cement,1975,0.197
MTC,Ref_cities,Malaysia,cement,1990,0.8
MTC,Ref_cities,Malaysia,cement,2005,2.429
MTC,Ref_cities,Malaysia,cement,2010,2.516
MTC,Ref_cities,Malaysia,cement,2015,2.516
MTC,Ref_cities,Malaysia,cement,2020,2.62731
MTC,Ref_cities,Malaysia,cement,2025,2.78807
MTC,Ref_cities,Malaysia,cement,2030,2.95034
MTC,Ref_cities,Malaysia,cement,2035,3.10314
MTC,Ref_cities,Malaysia,cement,2040,3.23394
MTC,Ref_cities,Malaysia,cement,2045,3.34356
MTC,Ref_cities,Malaysia,cement,2050,3.43068
MTC,Ref_cities,Malaysia,cement,2055,3.50294
MTC,Ref_cities,Malaysia,cement,2060,3.56673
MTC,Ref_cities,Malaysia,cement,2065,3.61279
MTC,Ref_cities,Malaysia,cement,2070,3.65365
MTC,Ref_cities,Malaysia,cement,2075,3.67625
MTC,Ref_cities,Malaysia,cement,2080,3.67028
