year,region,value
1970,Thailand,813.4425871402627
1970,Bangkok,2637.558635219395
1970,Nonthaburi,762.1166273939142
1970,Samut Prakan,2654.279583010529
1970,Rest of Thailand,590.3696696849362
1971,Thailand,784.7158682660877
1971,Bangkok,2544.4132717654466
1971,Nonthaburi,735.2024844038764
1971,Samut Prakan,2560.543719410535
1971,Rest of Thailand,569.5207692204287
1972,Thailand,812.9036975983911
1972,Bangkok,2635.81130506105
1972,Nonthaburi,761.6117402799597
1972,Samut Prakan,2652.5211755567025
1972,Rest of Thailand,589.9785615159504
1973,Thailand,996.5606126530831
1973,Bangkok,3231.312315062548
1973,Nonthaburi,933.6804159453482
1973,Samut Prakan,3251.797396908895
1973,Rest of Thailand,723.2706634913012
1974,Thailand,1128.215747626188
1974,Bangkok,3658.1994040949426
1974,Nonthaburi,1057.0284788953545
1974,Samut Prakan,3681.390760081742
1974,Rest of Thailand,818.8215969869863
1975,Thailand,1095.104832602989
1975,Bangkok,3550.8384406783634
1975,Nonthaburi,1026.0067703121827
1975,Samut Prakan,3573.3491759426033
1975,Rest of Thailand,794.7907922636517
1976,Thailand,1157.518021874132
1976,Bangkok,3753.210985362086
1976,Nonthaburi,1084.4818613194593
1976,Samut Prakan,3777.004672485227
1976,Rest of Thailand,840.088216466049
1977,Thailand,1240.6857881566398
1977,Bangkok,4022.879507269106
1977,Nonthaburi,1162.401973382858
1977,Samut Prakan,4048.382772793846
1977,Rest of Thailand,900.4486247909352
1978,Thailand,1376.1250223782747
1978,Bangkok,4462.036403424062
1978,Nonthaburi,1289.2953694671332
1978,Samut Prakan,4490.323728205219
1978,Rest of Thailand,998.7459321041797
1979,Thailand,1418.2085560703947
1979,Bangkok,4598.49076350425
1979,Nonthaburi,1328.7235494927336
1979,Samut Prakan,4627.643148193575
1979,Rest of Thailand,1029.2887660764413
1980,Thailand,1505.2834107135743
1980,Bangkok,4880.827880352291
1980,Nonthaburi,1410.3042235324033
1980,Samut Prakan,4911.770156696451
1980,Rest of Thailand,1092.4848096402309
1981,Thailand,1452.2478329595165
1981,Bangkok,4708.8619072270785
1981,Nonthaburi,1360.615042895933
1981,Samut Prakan,4738.713995842297
1981,Rest of Thailand,1053.9933450732126
1982,Thailand,1406.8354887347723
1982,Bangkok,4561.61399748016
1982,Nonthaburi,1318.0680910031306
1982,Samut Prakan,4590.532599886444
1982,Rest of Thailand,1021.0345707436878
1983,Thailand,1451.77913537721
1983,Bangkok,4707.3421719992175
1983,Nonthaburi,1360.1759188245578
1983,Samut Prakan,4737.184626169515
1983,Rest of Thailand,1053.6531799020959
1984,Thailand,1435.043919905708
1984,Bangkok,4653.078831504227
1984,Nonthaburi,1344.4966487992567
1984,Samut Prakan,4682.577280247962
1984,Rest of Thailand,1041.507315170879
1985,Thailand,1269.5391472475744
1985,Bangkok,4116.43549711828
1985,Nonthaburi,1189.4347659449925
1985,Samut Prakan,4142.531865977645
1985,Rest of Thailand,921.3894365275094
1986,Thailand,1352.8898317219146
1986,Bangkok,4386.697124751548
1986,Nonthaburi,1267.52625457221
1986,Samut Prakan,4414.506832038827
1986,Rest of Thailand,981.8826008135394
1987,Thailand,1518.5482514789728
1987,Bangkok,4923.838654386862
1987,Nonthaburi,1422.7320898217542
1987,Samut Prakan,4955.053599894651
1987,Rest of Thailand,1102.1119914289577
1988,Thailand,1758.095645015988
1988,Bangkok,5700.56255150796
1988,Nonthaburi,1647.1647105740699
1988,Samut Prakan,5736.70158080993
1988,Rest of Thailand,1275.9675502994571
1989,Thailand,1947.6429254112977
1989,Bangkok,6315.1628614654155
1989,Nonthaburi,1824.7520859467008
1989,Samut Prakan,6355.198183178858
1989,Rest of Thailand,1413.5346842136807
1990,Thailand,2179.946407025922
1990,Bangkok,7068.398632017139
1990,Nonthaburi,2042.3978654262476
1990,Samut Prakan,7113.209133256688
1990,Rest of Thailand,1582.1328518970724
1991,Thailand,2401.2449373293066
1991,Bangkok,7785.951239651152
1991,Nonthaburi,2249.733075345573
1991,Samut Prakan,7835.3107050462
1991,Rest of Thailand,1742.7439906576783
1992,Thailand,2634.1746138708622
1992,Bangkok,8541.217424964736
1992,Nonthaburi,2467.9655385977035
1992,Samut Prakan,8595.364941811764
1992,Rest of Thailand,1911.796629864956
1993,Thailand,2942.938404861248
1993,Bangkok,9542.373027147813
1993,Nonthaburi,2757.2471950674267
1993,Samut Prakan,9602.867424906364
1993,Rest of Thailand,2135.8871559566655
1994,Thailand,3243.9875594963733
1994,Bangkok,10518.514195542844
1994,Nonthaburi,3039.300987231064
1994,Samut Prakan,10585.196893836432
1994,Rest of Thailand,2354.3786546691886
1995,Thailand,3627.9754857799194
1995,Bangkok,11763.58137889468
1995,Nonthaburi,3399.060345747092
1995,Samut Prakan,11838.157248961315
1995,Rest of Thailand,2633.0643649907834
1996,Thailand,3811.675974572285
1996,Bangkok,12359.223675189627
1996,Nonthaburi,3571.1698457687708
1996,Samut Prakan,12437.575652299172
1996,Rest of Thailand,2766.388091340768
1997,Thailand,3042.6409570419196
1997,Bangkok,9865.655003792343
1997,Nonthaburi,2850.6587941301614
1997,Samut Prakan,9928.19886539261
1997,Rest of Thailand,2208.2479638713103
1998,Thailand,2254.6956129204996
1998,Bangkok,7310.770271515575
1998,Nonthaburi,2112.430604795137
1998,Samut Prakan,7357.117301071875
1998,Rest of Thailand,1636.3833481101308
1999,Thailand,2449.1647898382175
1999,Bangkok,7941.329655757516
1999,Nonthaburi,2294.629318739586
1999,Samut Prakan,7991.674151152995
1999,Rest of Thailand,1777.5226313930918
2000,Thailand,2365.161019899163
2000,Bangkok,7668.950421750761
2000,Nonthaburi,2215.925952519977
2000,Samut Prakan,7717.568154036445
2000,Rest of Thailand,1716.555479322091
2001,Thailand,2183.818992494381
2001,Bangkok,7080.95535255825
2001,Nonthaburi,2046.0261015466265
2001,Samut Prakan,7125.845457817134
2001,Rest of Thailand,1584.9434460803432
2002,Thailand,2382.721121132238
2002,Bangkok,7725.888424966763
2002,Nonthaburi,2232.378060314696
2002,Samut Prakan,7774.8671188501885
2002,Rest of Thailand,1729.3000187997334
2003,Thailand,2628.635276892128
2003,Bangkok,8523.25632197772
2003,Nonthaburi,2462.775718341215
2003,Samut Prakan,8577.289973426154
2003,Rest of Thailand,1907.7763626769477
2004,Thailand,2882.577755917139
2004,Bangkok,9346.65577141661
2004,Nonthaburi,2700.6951348140833
2004,Samut Prakan,9405.909408886006
2004,Rest of Thailand,2092.079397495948
2005,Thailand,3034.9501284948624
2005,Bangkok,9840.717765974983
2005,Nonthaburi,2843.4532354259454
2005,Samut Prakan,9903.103536586852
2005,Rest of Thailand,2202.666215410252
2006,Thailand,3430.3593566276704
2006,Bangkok,11122.81811404453
2006,Nonthaburi,3213.9132434818616
2006,Samut Prakan,11193.331830210598
2006,Rest of Thailand,2489.6411280759557
2007,Thailand,3940.685379794795
2007,Bangkok,12777.532079677523
2007,Nonthaburi,3692.039117140372
2007,Samut Prakan,12858.53594588581
2007,Rest of Thailand,2860.018841871326
2008,Thailand,4260.0087913838015
2008,Bangkok,13812.926875793688
2008,Nonthaburi,3991.2141115842883
2008,Samut Prakan,13900.49468416345
2008,Rest of Thailand,3091.773190614273
2009,Thailand,4065.7768516310175
2009,Bangkok,13183.136724614851
2009,Nonthaburi,3809.2376658009716
2009,Samut Prakan,13266.711943740675
2009,Rest of Thailand,2950.80608620283
2010,Thailand,4835.713387862696
2010,Bangkok,15679.628538312594
2010,Nonthaburi,4530.59335282386
2010,Samut Prakan,15779.030404368812
2010,Rest of Thailand,3509.6005060665166
2011,Thailand,5157.8784888890605
2011,Bangkok,17266.674035322743
2011,Nonthaburi,4597.888603183246
2011,Samut Prakan,14629.04873657244
2011,Rest of Thailand,3740.450012153682
2012,Thailand,5397.448503088119
2012,Bangkok,18161.992102038465
2012,Nonthaburi,4907.449559186196
2012,Samut Prakan,16139.972704193566
2012,Rest of Thailand,3890.7999920902403
2013,Thailand,5587.710582911464
2013,Bangkok,19500.722479819393
2013,Nonthaburi,5377.752356986736
2013,Samut Prakan,14806.098900102246
2013,Rest of Thailand,3994.8898177298674
2014,Thailand,5289.8853398799665
2014,Bangkok,19232.116339800767
2014,Nonthaburi,5619.518657000555
2014,Samut Prakan,13746.774693974936
2014,Rest of Thailand,3703.509671511955
2015,Thailand,5106.612617432489
2015,Bangkok,19155.097028970413
2015,Nonthaburi,5571.854838159516
2015,Samut Prakan,13124.228602065039
2015,Rest of Thailand,3528.453860504098
2016,Thailand,5179.843589341223
2016,Bangkok,19679.458934778962
2016,Nonthaburi,5590.920100463655
2016,Samut Prakan,12718.756605109073
2016,Rest of Thailand,3574.2793941228806
2017,Thailand,5590.151384758895
2017,Bangkok,21320.78899968758
2017,Nonthaburi,6160.683789541509
2017,Samut Prakan,13297.873075513851
2017,Rest of Thailand,3861.666614318558
2018,Thailand,6034.154263008291
2018,Bangkok,23331.494816694765
2018,Nonthaburi,6414.728708195028
2018,Samut Prakan,14611.869715546087
2018,Rest of Thailand,4142.199138329209
2019,Thailand,6357.490942411843
2019,Bangkok,25234.1882084171
2019,Nonthaburi,6835.454455428748
2019,Samut Prakan,14383.680958349607
2019,Rest of Thailand,4326.700120591245
2020,Thailand,6642.579434825998
2020,Bangkok,26584.472043334506
2020,Nonthaburi,7038.857031015817
2020,Samut Prakan,14871.617533891376
2020,Rest of Thailand,4519.646123235896
2021,Thailand,6889.608161005677
2021,Bangkok,27573.113327862287
2021,Nonthaburi,7300.622795835498
2021,Samut Prakan,15424.673281537816
2021,Rest of Thailand,4687.7257729503335
2022,Thailand,7152.71215106588
2022,Bangkok,28626.089921800223
2022,Nonthaburi,7579.422829541394
2022,Samut Prakan,16013.718839849396
2022,Rest of Thailand,4866.743117093642
2023,Thailand,7418.721094553526
2023,Bangkok,29690.69251945204
2023,Nonthaburi,7861.301118021379
2023,Samut Prakan,16609.268100036217
2023,Rest of Thailand,5047.737006888427
2024,Thailand,7702.040517247092
2024,Bangkok,30824.5739198674
2024,Nonthaburi,8161.522580183267
2024,Samut Prakan,17243.572610138322
2024,Rest of Thailand,5240.5090381419695
2025,Thailand,7988.488673175413
2025,Bangkok,31970.976920065867
2025,Nonthaburi,8465.059427000124
2025,Samut Prakan,17884.881827446323
2025,Rest of Thailand,5435.409876009543
2026,Thailand,8277.612942220341
2026,Bangkok,33128.09007511175
2026,Nonthaburi,8771.432036311271
2026,Samut Prakan,18532.182411683105
2026,Rest of Thailand,5632.131555372726
2027,Thailand,8585.477746248927
2027,Bangkok,34360.20530325867
2027,Nonthaburi,9097.66318818544
2027,Samut Prakan,19221.439900070145
2027,Rest of Thailand,5841.604393697171
2028,Thailand,8896.219386208579
2028,Bangkok,35603.834005219935
2028,Nonthaburi,9426.942799926606
2028,Samut Prakan,19917.138139989675
2028,Rest of Thailand,6053.034646380085
2029,Thailand,9218.213538374666
2029,Bangkok,36892.496733361
2029,Nonthaburi,9768.146217086738
2029,Samut Prakan,20638.0288611541
2029,Rest of Thailand,6272.121167786542
2030,Thailand,9551.867868968064
2030,Bangkok,38227.82502123867
2030,Nonthaburi,10121.70542610623
2030,Samut Prakan,21385.024759629425
2030,Rest of Thailand,6499.141336165877
2031,Thailand,9936.404455192793
2031,Bangkok,39766.79075381758
2031,Nonthaburi,10529.182382940191
2031,Samut Prakan,22245.937465940508
2031,Rest of Thailand,6760.782059957763
2032,Thailand,10336.52362572767
2032,Bangkok,41368.12002770158
2032,Nonthaburi,10953.171537213273
2032,Samut Prakan,23141.736956267334
2032,Rest of Thailand,7033.025256397264
2033,Thailand,10752.861586717718
2033,Bangkok,43034.35902312712
2033,Nonthaburi,11394.347049338763
2033,Samut Prakan,24073.84758910712
2033,Rest of Thailand,7316.303803504904
2034,Thailand,11175.293780663298
2034,Bangkok,44724.987936237725
2034,Nonthaburi,11841.980359208117
2034,Samut Prakan,25019.60218399001
2034,Rest of Thailand,7603.728898895755
2035,Thailand,11614.438274837144
2035,Bangkok,46482.501661574854
2035,Nonthaburi,12307.322978107253
2035,Samut Prakan,26002.77280671945
2035,Rest of Thailand,7902.525131610315
2036,Thailand,12070.961576988233
2036,Bangkok,48309.56765035882
2036,Nonthaburi,12791.081175761827
2036,Samut Prakan,27024.851655984727
2036,Rest of Thailand,8213.145997040443
2037,Thailand,12545.55702309485
2037,Bangkok,50208.96072389393
2037,Nonthaburi,13293.98965062347
2037,Samut Prakan,28087.39099436587
2037,Rest of Thailand,8536.063244646886
2038,Thailand,13038.945868871322
2038,Bangkok,52183.56744192127
2038,Nonthaburi,13816.812686492738
2038,Samut Prakan,29192.005592033533
2038,Rest of Thailand,8871.767620626228
2039,Thailand,13551.878426238156
2039,Bangkok,54236.39065092092
2039,Nonthaburi,14360.345356787862
2039,Samut Prakan,30340.375271114404
2039,Rest of Thailand,9220.76964117116
2040,Thailand,14085.135246634856
2040,Bangkok,56370.554219884696
2040,Nonthaburi,14925.414778450679
2040,Samut Prakan,31534.24755492948
2040,Rest of Thailand,9583.600397602779
2041,Thailand,14639.528353134529
2041,Bangkok,58589.30797139991
2041,Nonthaburi,15512.881417565723
2041,Samut Prakan,32775.44042649128
2041,Rest of Thailand,9960.812394707873
2042,Thailand,15215.90252340276
2042,Bangkok,60896.03281621876
2042,Nonthaburi,16123.640448856813
2042,Samut Prakan,34065.845200832926
2042,Rest of Thailand,10352.980423670911
2043,Thailand,15815.136625630179
2043,Bangkok,63294.246099835254
2043,Nonthaburi,16758.623171317613
2043,Samut Prakan,35407.429515936325
2043,Rest of Thailand,10760.70247104961
2044,Thailand,16438.145009658943
2044,Bangkok,65787.6071699554
2044,Nonthaburi,17418.798482328788
2044,Samut Prakan,36802.24044723026
2044,Rest of Thailand,11184.600665304752
2045,Thailand,17085.878955617973
2045,Bangkok,68379.9231741249
2045,Nonthaburi,18105.174412714747
2045,Samut Prakan,38252.407750840874
2045,Rest of Thailand,11625.322262459229
2046,Thailand,17759.3281824806
2046,Bangkok,71075.15509717434
2046,Nonthaburi,18818.799725297606
2046,Samut Prakan,39760.14724099846
2046,Rest of Thailand,12083.540672528658
2047,Thailand,18459.522419061468
2047,Bangkok,73877.42404855433
2047,Nonthaburi,19560.765579615327
2047,Samut Prakan,41327.76430723509
2047,Rest of Thailand,12559.956528435958
2048,Thailand,19187.533040077054
2048,Bangkok,76791.01781006371
2048,Nonthaburi,20332.207265585017
2048,Samut Prakan,42957.657577248836
2048,Rest of Thailand,13055.298799195545
2049,Thailand,19944.474770006545
2049,Bangkok,79820.39765492377
2049,Nonthaburi,21134.30600901134
2049,Samut Prakan,44652.3227315615
2049,Rest of Thailand,13570.325949229302
2050,Thailand,20731.507457606953
2050,Bangkok,82970.20544961994
2050,Nonthaburi,21968.290851964222
2050,Samut Prakan,46414.35647635938
2050,Rest of Thailand,14105.827145756022
2051,Thailand,21618.81977435152
2051,Bangkok,86521.34544119166
2051,Nonthaburi,22908.537724538965
2051,Samut Prakan,48400.89943564309
2051,Rest of Thailand,14709.559131473572
2052,Thailand,22545.080565777625
2052,Bangkok,90228.36232463359
2052,Nonthaburi,23890.056628189785
2052,Samut Prakan,50474.641475445955
2052,Rest of Thailand,15339.791865029742
2053,Thailand,23512.053543337308
2053,Bangkok,94098.31470394884
2053,Nonthaburi,24914.716492430704
2053,Samut Prakan,52639.53124890974
2053,Rest of Thailand,15997.725385009691
2054,Thailand,24521.585409428844
2054,Bangkok,98138.59332376618
2054,Nonthaburi,25984.47418872825
2054,Samut Prakan,54899.70321193908
2054,Rest of Thailand,16684.616197476615
2055,Thailand,25575.609950357222
2055,Bangkok,102356.93744990352
2055,Nonthaburi,27101.378867636507
2055,Samut Prakan,57259.486786651105
2055,Rest of Thailand,17401.78006084368
2056,Thailand,26676.152342924328
2056,Bangkok,106761.45210490534
2056,Nonthaburi,28267.576522306314
2056,Samut Prakan,59723.41600310625
2056,Rest of Thailand,18150.59491610073
2057,Thailand,27825.333686569244
2057,Bangkok,111360.62620626105
2057,Nonthaburi,29485.314791000284
2057,Samut Prakan,62296.23964600758
2057,Rest of Thailand,18932.503970506463
2058,Thailand,29025.37577369682
2058,Bangkok,116163.35165788427
2058,Nonthaburi,30756.948012005818
2058,Samut Prakan,64982.9319346639
2058,Rest of Thailand,19749.018943345192
2059,Thailand,30278.6061115977
2059,Bangkok,121178.94344849374
2059,Nonthaburi,32084.942545148646
2059,Samut Prakan,67788.70376622342
2059,Rest of Thailand,20601.723482867754
2060,Thailand,31587.46321017775
2060,Bangkok,126417.16081379841
2060,Nonthaburi,33471.88237497343
2060,Samut Prakan,70719.01455401022
2060,Rest of Thailand,21492.27676409051
2061,Thailand,32954.50215058437
2061,Bangkok,131888.22952286858
2061,Nonthaburi,34920.47501157855
2061,Samut Prakan,73779.58469474141
2061,Rest of Thailand,22422.417277718123
2062,Thailand,34382.40045074385
2062,Bangkok,137602.86535278382
2062,Nonthaburi,36433.55770607498
2062,Samut Prakan,76976.40870047822
2062,Rest of Thailand,23393.966821086127
2063,Thailand,35873.96424481317
2063,Bangkok,143572.2988196076
2063,Nonthaburi,38014.10399868676
2063,Samut Prakan,80315.76903337875
2063,Rest of Thailand,24408.834702692588
2064,Thailand,37432.13479460541
2064,Bangkok,149808.30123796393
2064,Nonthaburi,39665.230618629714
2064,Samut Prakan,83804.25068368368
2064,Rest of Thailand,25469.022172606263
2065,Thailand,39059.99535217507
2065,Bangkok,156323.2121860016
2065,Nonthaburi,41390.20475609936
2065,Samut Prakan,87448.75653388999
2065,Rest of Thailand,26576.62709180601
2066,Thailand,40760.77839395407
2066,Bangkok,163129.9684573529
2066,Nonthaburi,43192.451727975
2066,Samut Prakan,91256.5235547639
2066,Rest of Thailand,27733.848854325
2067,Thailand,42537.87324811558
2067,Bangkok,170242.134586842
2067,Nonthaburi,45075.56306021073
2067,Samut Prakan,95235.13988172528
2067,Rest of Thailand,28942.99357694946
2068,Thailand,44394.83413821906
2068,Bangkok,177673.93504220454
2068,Nonthaburi,47043.305011341596
2068,Samut Prakan,99392.56282321498
2068,Rest of Thailand,30206.479572157088
2069,Thailand,46335.38866766049
2069,Bangkok,185440.2881799676
2069,Nonthaburi,49099.62756309233
2069,Samut Prakan,103737.1378559514
2069,Rest of Thailand,31526.843120981943
2070,Thailand,48363.44677102639
2070,Bangkok,193556.84206994023
2070,Nonthaburi,51248.67390574395
2070,Samut Prakan,108277.61866550561
2070,Rest of Thailand,32906.74456356287
2071,Thailand,50483.1101601349
2071,Bangkok,202040.01229950492
2071,Nonthaburi,53494.790447699015
2071,Samut Prakan,113023.18829439774
2071,Rest of Thailand,34348.97472627982
2072,Thailand,52698.682294351194
2072,Bangkok,210907.02187612533
2072,Nonthaburi,55842.53738059807
2072,Samut Prakan,117983.4814639555
2072,Rest of Thailand,35856.461705609014
2073,Thailand,55014.67890669783
2073,Bangkok,220175.94335421675
2073,Nonthaburi,58296.69983338808
2073,Samut Prakan,123168.60814050377
2073,Rest of Thailand,37432.27803014412
2074,Thailand,57435.83911935182
2074,Bangkok,229865.7433208196
2074,Nonthaburi,60862.29965093873
2074,Samut Prakan,128589.17842109216
2074,Rest of Thailand,39079.64822363902
2075,Thailand,59967.137184341525
2075,Bangkok,239996.3293834052
2075,Nonthaburi,63544.60783515636
2075,Samut Prakan,134256.32881893942
2075,Rest of Thailand,40801.95679344011
2076,Thailand,62541.796442647945
2076,Bangkok,250300.45261521902
2076,Nonthaburi,66272.8640194612
2076,Samut Prakan,140020.5576317528
2076,Rest of Thailand,42553.76854814032
2077,Thailand,65229.91994166389
2077,Bangkok,261058.67458452715
2077,Nonthaburi,69121.35340177639
2077,Samut Prakan,146038.81378562565
2077,Rest of Thailand,44382.781971361044
2078,Thailand,68036.67179890098
2078,Bangkok,272291.66276530776
2078,Nonthaburi,72095.54817633198
2078,Samut Prakan,152322.6588706431
2078,Rest of Thailand,46292.51075592604
2079,Thailand,70967.46070380081
2079,Bangkok,284021.06344040344
2079,Nonthaburi,75201.17969976107
2079,Samut Prakan,158884.20203228455
2079,Rest of Thailand,48286.63500269169
2080,Thailand,74027.95207884777
2080,Bangkok,296269.5503718862
2080,Nonthaburi,78444.25137771036
2080,Samut Prakan,165736.12719810894
2080,Rest of Thailand,50369.00949503227
2081,Thailand,77224.08088195803
2081,Bangkok,309060.87603789323
2081,Nonthaburi,81831.05223098371
2081,Samut Prakan,172891.72174014917
2081,Rest of Thailand,52543.67240965323
2082,Thailand,80562.06508637755
2082,Bangkok,322419.9255809428
2082,Nonthaburi,85368.17117961298
2082,Samut Prakan,180364.90665413553
2082,Rest of Thailand,54814.85448838475
2083,Thailand,84048.41987653621
2083,Bangkok,336372.7736215995
2083,Nonthaburi,89062.51208559671
2083,Samut Prakan,188170.26834162403
2083,Rest of Thailand,57186.98869711601
2084,Thailand,87689.97260066628
2084,Bangkok,350946.7441008099
2084,Nonthaburi,92921.30959754986
2084,Samut Prakan,196323.09208639286
2084,Rest of Thailand,59664.720399635684
2085,Thailand,91493.87852351418
2085,Bangkok,366170.47332431655
2085,Nonthaburi,96952.145843178
2085,Samut Prakan,204839.39732211342
2085,Rest of Thailand,62252.91807586021
2086,Thailand,95467.63742516325
2086,Bangkok,382073.9763933181
2086,Nonthaburi,101162.96801833909
2086,Samut Prakan,213735.97479432085
2086,Rest of Thailand,64956.68461576051
2087,Thailand,99619.11109485746
2087,Bangkok,398688.71721704095
2087,Nonthaburi,105562.10692449953
2087,Samut Prakan,223030.42572614178
2087,Rest of Thailand,67781.36922225192
2088,Thailand,103956.54177178364
2088,Bangkok,416047.6823151626
2088,Nonthaburi,110158.29650964148
2088,Samut Prakan,232741.20310410223
2088,Rest of Thailand,70732.57995839983
2089,Thailand,108488.57158804743
2089,Bangkok,434185.4586311456
2089,Nonthaburi,114960.69447115224
2089,Samut Prakan,242887.65520767917
2089,Rest of Thailand,73816.19697652325
2090,Thailand,113224.26307258321
2090,Bangkok,453138.3155915678
2090,Nonthaburi,119978.90398293953
2090,Samut Prakan,253490.07151410417
2090,Rest of Thailand,77038.38646916334
2091,Thailand,118173.12077848519
2091,Bangkok,472944.2916615307
2091,Nonthaburi,125222.99661298834
2091,Samut Prakan,264569.7311183183
2091,Rest of Thailand,80405.61538443365
2092,Thailand,123345.11410025667
2092,Bangkok,493643.2856622774
2092,Nonthaburi,130703.53650182324
2092,Samut Prakan,276148.95381695376
2092,Rest of Thailand,83924.66695099707
2093,Thailand,128750.70135176709
2093,Bangkok,515277.15313432645
2093,Nonthaburi,136431.60587688826
2093,Samut Prakan,288251.15401482733
2093,Rest of Thailand,87602.65706083494
2094,Thailand,134400.85518030034
2094,Bangkok,537889.8080478188
2094,Nonthaburi,142418.83198272614
2094,Samut Prakan,300900.89762271836
2094,Rest of Thailand,91447.05156109964
2095,Thailand,140307.08939700286
2095,Bangkok,561527.3301814817
2095,Nonthaburi,148677.41551205533
2095,Samut Prakan,314123.96212622675
2095,Rest of Thailand,95465.68450969337
2096,Thailand,146481.48730931524
2096,Bangkok,586238.0785127272
2096,Nonthaburi,155220.16062843468
2096,Samut Prakan,327947.40001731954
2096,Rest of Thailand,99666.77745280389
2097,Thailand,152936.73164662914
2097,Bangkok,612072.8109840461
2097,Nonthaburi,162060.50667720078
2097,Samut Prakan,342399.6057928407
2097,Rest of Thailand,104058.95978647974
2098,Thailand,159686.1361764799
2098,Bangkok,639084.8110351485
2098,Nonthaburi,169212.56168779387
2098,Samut Prakan,357510.38673784613
2098,Rest of Thailand,108651.29026845457
2099,Thailand,166743.67911509925
2099,Bangkok,667330.0213163672
2099,Nonthaburi,176691.13777749002
2099,Samut Prakan,373311.03772620915
2099,Rest of Thailand,113453.27975086373
2100,Thailand,174124.03844314648
2100,Bangkok,696867.185026834
2100,Nonthaburi,184511.78857396927
2100,Samut Prakan,389834.42028659873
2100,Rest of Thailand,118474.91520925409
